date,time,air_temperature_C,wind_speed_m_s,soil_temperature_C,soil_moisture_percent
20-11-24,18:00:00,19.27,3.19,16.86,22.51
20-11-24,19:00:00,19.68,3.13,18.11,22.51
20-11-24,20:00:00,20.86,2.88,17.18,22.51
20-11-24,21:00:00,21.55,5.16,17.93,22.5
20-11-24,22:00:00,18.45,3.48,16.16,22.5
20-11-24,23:00:00,21.72,7.45,16.11,22.49
21-11-24,00:00:00,17.91,6.04,17.97,22.48
21-11-24,01:00:00,17.99,3.53,17.06,22.48
21-11-24,02:00:00,15.54,5.89,16.26,22.48
21-11-24,03:00:00,15.78,3.3,18,22.49
21-11-24,04:00:00,14.99,3.42,16.66,22.49
21-11-24,05:00:00,17.33,4.81,17.23,22.49
21-11-24,06:00:00,15.87,4.62,19.23,22.49
21-11-24,07:00:00,18.2,3.62,18.27,22.49
21-11-24,08:00:00,11.46,2.71,17.38,22.5
21-11-24,09:00:00,15.05,4.07,16.87,22.5
21-11-24,10:00:00,14.13,2.94,17.18,22.51
21-11-24,11:00:00,13.71,3.12,16.33,22.52
21-11-24,12:00:00,15.27,4.03,17.24,22.52
21-11-24,13:00:00,15.34,3.7,17.55,22.52
21-11-24,14:00:00,18.21,3.26,15.55,22.53
21-11-24,15:00:00,17.21,3.65,19.76,22.53
21-11-24,16:00:00,15.74,2.79,18.93,22.53
21-11-24,17:00:00,17.24,3.44,17.94,22.53
21-11-24,18:00:00,21.67,4.4,15,22.53
21-11-24,19:00:00,19.77,3.71,17.37,22.53
21-11-24,20:00:00,21.31,6.49,16.79,22.52
21-11-24,21:00:00,19.96,3.2,15.96,22.52
21-11-24,22:00:00,20.5,6.67,19.68,22.51
21-11-24,23:00:00,22.78,4.6,15.92,22.5
22-11-24,00:00:00,16.78,4.09,18.25,22.5
22-11-24,01:00:00,16.13,3.87,16.99,22.5
22-11-24,02:00:00,14.44,5.51,17.08,22.5
22-11-24,03:00:00,12.17,3.25,16.69,22.51
22-11-24,04:00:00,12.73,3.47,16.93,22.52
22-11-24,05:00:00,15.38,4.87,15.6,22.52
22-11-24,06:00:00,15.11,3.77,16.37,22.52
22-11-24,07:00:00,12.78,6.24,18.94,22.52
22-11-24,08:00:00,15.51,3.42,16.26,22.52
22-11-24,09:00:00,16.55,4.72,15.91,22.52
22-11-24,10:00:00,14.9,4.21,18.73,22.52
22-11-24,11:00:00,14.91,3.59,17.03,22.53
22-11-24,12:00:00,14.3,2.82,16.54,22.53
22-11-24,13:00:00,21.72,3.62,19.08,22.53
22-11-24,14:00:00,13.61,5.42,16.5,22.53
22-11-24,15:00:00,18.39,5.99,17.8,22.53
22-11-24,16:00:00,18.43,4.09,16.89,22.52
22-11-24,17:00:00,17.48,3.5,17.1,22.53
22-11-24,18:00:00,18.12,5.05,17.88,22.52
22-11-24,19:00:00,20.59,3.18,15.67,22.52
22-11-24,20:00:00,16.79,4.04,15.79,22.52
22-11-24,21:00:00,19.07,4.11,18.38,22.52
22-11-24,22:00:00,21.05,4.99,16.56,22.52
22-11-24,23:00:00,22.26,3.42,15.78,22.51
24-11-24,00:00:00,17.46,3.06,17.03,22.52
24-11-24,01:00:00,15.24,5.84,15.07,22.51
24-11-24,02:00:00,16.78,3.99,16.59,22.51
24-11-24,03:00:00,15.36,6.64,16.48,22.51
24-11-24,04:00:00,15.02,2.76,16.77,22.52
24-11-24,05:00:00,12.56,4.42,17.78,22.52
24-11-24,06:00:00,12.94,3.44,15.51,22.53
24-11-24,07:00:00,9.58,2.83,17.56,22.54
24-11-24,08:00:00,14.66,4.88,16.8,22.54
24-11-24,09:00:00,13.84,3.15,15.05,22.54
24-11-24,10:00:00,16.76,4.05,15.91,22.54
24-11-24,11:00:00,14.16,4.9,16.14,22.55
24-11-24,12:00:00,16.15,4.23,16.36,22.55
24-11-24,13:00:00,14.5,3.86,16.9,22.55
24-11-24,14:00:00,15.5,3.69,16.01,22.55
24-11-24,15:00:00,17.26,5.35,14.95,22.55
24-11-24,16:00:00,21.18,4.91,14.29,22.54
24-11-24,17:00:00,21.41,6.74,16.88,22.53
24-11-24,18:00:00,16.52,3.75,17.96,22.53
24-11-24,19:00:00,21.99,6.42,18.01,22.52
24-11-24,20:00:00,20.87,3.5,16.14,22.52
24-11-24,21:00:00,19.23,3.25,15.64,22.52
24-11-24,22:00:00,21.53,3.03,17.65,22.52
24-11-24,23:00:00,18.91,3.4,17.31,22.52
24-11-24,00:00:00,17.57,3.02,17.66,22.52
24-11-24,01:00:00,16.03,3.62,18,22.53
24-11-24,02:00:00,15.82,2.93,16.34,22.53
24-11-24,03:00:00,13.51,4.75,16.31,22.53
24-11-24,04:00:00,15.27,3.07,16.55,22.54
24-11-24,05:00:00,15.79,7.21,16.77,22.53
24-11-24,06:00:00,13.5,3.76,18.17,22.54
24-11-24,07:00:00,11.91,2.68,16.24,22.54
24-11-24,08:00:00,11.75,2.81,17.9,22.55
24-11-24,09:00:00,18.01,5.19,14.84,22.55
24-11-24,10:00:00,12.23,7.51,16.92,22.54
24-11-24,11:00:00,11.84,4.1,15.15,22.55
24-11-24,12:00:00,13.7,6.52,16.2,22.55
24-11-24,13:00:00,14.24,4.17,17.81,22.55
24-11-24,14:00:00,17.93,3.37,16.6,22.55
24-11-24,15:00:00,18.36,3.74,15.53,22.55
24-11-24,16:00:00,19.42,3.17,16.77,22.55
24-11-24,17:00:00,19.47,3.81,17.18,22.55
24-11-24,18:00:00,21.05,8.12,17.02,22.53
24-11-24,19:00:00,18.06,4.49,17.48,22.53
24-11-24,20:00:00,22.98,3.66,14.4,22.53
24-11-24,21:00:00,19.94,4.42,16.74,22.52
24-11-24,22:00:00,21.78,5.05,16.41,22.52
24-11-24,23:00:00,20.05,3.38,17.75,22.52
25-11-24,00:00:00,15.39,3.74,16.44,22.52
25-11-24,01:00:00,17.53,2.99,16.09,22.52
25-11-24,02:00:00,18.78,2.89,16.53,22.53
25-11-24,03:00:00,16.32,4.22,17.42,22.53
25-11-24,04:00:00,16.32,2.67,17.17,22.53
25-11-24,05:00:00,11.46,5.32,16.25,22.53
25-11-24,06:00:00,16.06,3.56,16.83,22.54
25-11-24,07:00:00,16.46,4.61,16.27,22.54
25-11-24,08:00:00,12.27,5.6,16.74,22.54
25-11-24,09:00:00,14.51,4.01,17.04,22.54
25-11-24,10:00:00,15.92,4.11,17.81,22.54
25-11-24,11:00:00,14.04,4.95,17.71,22.54
25-11-24,12:00:00,16.5,6.1,16.77,22.54
25-11-24,13:00:00,16.57,3.59,19.52,22.54
25-11-24,14:00:00,19.22,4.7,17.08,22.54
25-11-24,15:00:00,16.01,3.11,17.65,22.54
25-11-24,16:00:00,20.31,3.87,17.8,22.54
25-11-24,17:00:00,16.87,4.37,17.04,22.54
25-11-24,18:00:00,20.86,4.92,17.93,22.53
25-11-24,19:00:00,17.9,4.04,16.35,22.53
25-11-24,20:00:00,20.56,3.9,17,22.53
25-11-24,21:00:00,18.59,3.88,18.25,22.53
25-11-24,22:00:00,21.11,4.29,16.66,22.52
25-11-24,23:00:00,15.82,3.39,17.93,22.53
26-11-24,00:00:00,17.58,3.71,17.71,22.53
26-11-24,01:00:00,19.36,4.46,16.28,22.53
26-11-24,02:00:00,15.73,3.95,16.18,22.53
26-11-24,03:00:00,20.22,3.43,17.89,22.53
26-11-24,04:00:00,17.95,2.99,15.96,22.53
26-11-24,05:00:00,12.2,5.19,18.5,22.53
26-11-24,06:00:00,13.75,5.28,17.75,22.53
26-11-24,07:00:00,8.44,3.79,16.02,22.54
26-11-24,08:00:00,9.26,4.33,17.3,22.55
26-11-24,09:00:00,11.63,4.42,13.95,22.55
26-11-24,10:00:00,13.14,4.16,17.01,22.56
26-11-24,11:00:00,13.55,3.29,16.39,22.56
26-11-24,12:00:00,11.92,5.19,16.96,22.56
26-11-24,13:00:00,18.02,5.69,16.27,22.56
26-11-24,14:00:00,19.16,3.07,14.96,22.56
26-11-24,15:00:00,18.51,3.24,15.17,22.56
26-11-24,16:00:00,17.06,5.22,16.51,22.56
26-11-24,17:00:00,18.39,3.24,17.93,22.56
26-11-24,18:00:00,19.38,4.34,17.23,22.56
26-11-24,19:00:00,14.75,4.33,17.03,22.56
26-11-24,20:00:00,21.4,4,16.44,22.55
26-11-24,21:00:00,16.74,4.78,14.98,22.55
26-11-24,22:00:00,19.44,4.91,15.79,22.55
26-11-24,23:00:00,19.48,3.03,16.37,22.55
27-11-24,00:00:00,16.12,5.52,16.52,22.55
27-11-24,01:00:00,13.25,3.32,16.91,22.55
27-11-24,02:00:00,19.16,4.16,16.55,22.55
27-11-24,03:00:00,14.63,4.23,16.36,22.55
27-11-24,04:00:00,12.3,5.44,16.76,22.55
27-11-24,05:00:00,16.18,2.96,14.75,22.56
27-11-24,06:00:00,14.95,3.09,14.96,22.56
27-11-24,07:00:00,16.33,3.37,14.61,22.57
27-11-24,08:00:00,12.91,4.75,15.19,22.57
27-11-24,09:00:00,12.19,4.33,16.83,22.57
27-11-24,10:00:00,11.95,4.27,16.74,22.58
27-11-24,11:00:00,14.3,6.29,16.02,22.57
27-11-24,12:00:00,12.92,3.34,15.93,22.58
27-11-24,13:00:00,17.55,3.22,14.97,22.58
27-11-24,14:00:00,14.27,3.6,15.03,22.58
27-11-24,15:00:00,16.5,5.41,14.84,22.58
27-11-24,16:00:00,17.19,3.79,15.05,22.58
27-11-24,17:00:00,17.12,5.54,15.33,22.58
27-11-24,18:00:00,15.91,4.27,18.3,22.58
27-11-24,19:00:00,18.71,4.64,14.36,22.57
27-11-24,20:00:00,16.38,3.07,14.44,22.58
27-11-24,21:00:00,18.82,4.15,15.21,22.58
27-11-24,22:00:00,19.31,5.47,16.91,22.57
27-11-24,23:00:00,15.8,2.93,14.28,22.57
28-11-24,00:00:00,13.53,4.4,16.51,22.58
28-11-24,01:00:00,17.09,4.09,15.77,22.58
28-11-24,02:00:00,16.07,3.21,15.91,22.58
28-11-24,03:00:00,14.61,4.2,15.5,22.58
28-11-24,04:00:00,15.47,3.44,16.28,22.59
28-11-24,05:00:00,17.62,4.64,16.24,22.58
28-11-24,06:00:00,13.24,3.35,16.52,22.59
28-11-24,07:00:00,14.28,3.52,14.49,22.59
28-11-24,08:00:00,8.65,7.84,16.6,22.59
28-11-24,09:00:00,11.65,3.98,15.75,22.6
28-11-24,10:00:00,10.04,4.02,14.92,22.6
28-11-24,11:00:00,12.16,5.99,16.54,22.6
28-11-24,12:00:00,15.89,3.73,14.65,22.6
28-11-24,13:00:00,15.01,3.35,13.02,22.61
28-11-24,14:00:00,18.59,3.71,16.21,22.61
28-11-24,15:00:00,17.28,3.66,14.81,22.61
28-11-24,16:00:00,17.53,3.63,14.03,22.61
28-11-24,17:00:00,14.94,3.92,16.9,22.61
28-11-24,18:00:00,18.15,3.45,15.82,22.61
28-11-24,19:00:00,17.41,7.79,16.29,22.6
28-11-24,20:00:00,14.52,3.96,14.36,22.6
28-11-24,21:00:00,19.68,4.29,15.34,22.6
28-11-24,22:00:00,21.1,3.74,13.58,22.59
28-11-24,23:00:00,20.32,6.49,15.05,22.58
29-11-24,00:00:00,20.96,3.68,16.29,22.58
29-11-24,01:00:00,15.31,5.51,14.7,22.58
29-11-24,02:00:00,15.89,3.59,16.25,22.58
29-11-24,03:00:00,20.07,3.51,15.7,22.58
29-11-24,04:00:00,13.41,4.26,16.02,22.58
29-11-24,05:00:00,13.07,3.91,16.67,22.59
29-11-24,06:00:00,14.06,5.52,13.99,22.59
29-11-24,07:00:00,13.59,3.46,15.9,22.59
29-11-24,08:00:00,10.47,4.32,17.65,22.6
29-11-24,09:00:00,9.88,3.55,14.89,22.6
29-11-24,10:00:00,13.5,3.89,16.31,22.61
29-11-24,11:00:00,11.65,4.13,14.41,22.61
29-11-24,12:00:00,13.06,4.15,14.87,22.62
29-11-24,13:00:00,17.44,3.65,13.79,22.62
29-11-24,14:00:00,16.9,4.48,15.36,22.62
29-11-24,15:00:00,15.07,4.09,13.81,22.62
29-11-24,16:00:00,18.33,4.21,14.22,22.61
29-11-24,17:00:00,17.93,3.45,17.2,22.62
29-11-24,18:00:00,17.11,4.49,14.93,22.61
29-11-24,19:00:00,15.53,2.82,16.58,22.62
29-11-24,20:00:00,18.07,4.14,13.55,22.62
29-11-24,21:00:00,15.28,3.12,17.8,22.62
29-11-24,22:00:00,14.92,2.94,15.61,22.63
29-11-24,23:00:00,15.46,4.85,15.39,22.62
30-11-24,00:00:00,15.71,4.36,15.79,22.62
30-11-24,01:00:00,15.26,3.33,15.81,22.63
30-11-24,02:00:00,17.36,3.19,16.25,22.63
30-11-24,03:00:00,16.55,5,15.13,22.63
30-11-24,04:00:00,14.23,3.44,14.9,22.63
30-11-24,05:00:00,16.02,4.03,12.54,22.63
30-11-24,06:00:00,10.63,3.54,16.52,22.64
30-11-24,07:00:00,14.67,3.55,14.99,22.64
30-11-24,08:00:00,18.16,4.39,15.46,22.64
30-11-24,09:00:00,16.06,3.04,14.99,22.64
30-11-24,10:00:00,9.76,3.21,15.14,22.65
30-11-24,11:00:00,8.85,3.68,17.58,22.66
30-11-24,12:00:00,13.39,3.04,14.13,22.67
30-11-24,13:00:00,16.2,5.22,16.13,22.66
30-11-24,14:00:00,13.7,3.37,15.17,22.67
30-11-24,15:00:00,13.93,3.48,15.09,22.67
30-11-24,16:00:00,15.21,4.32,14.21,22.67
30-11-24,17:00:00,19.6,3.55,15.37,22.67
30-11-24,18:00:00,20.21,5.35,15.24,22.66
30-11-24,19:00:00,19.85,3.75,14.68,22.66
30-11-24,20:00:00,19.38,3.22,15.06,22.66
30-11-24,21:00:00,18.93,5.68,15.12,22.65
30-11-24,22:00:00,22.01,3.01,15.32,22.65
30-11-24,23:00:00,16.06,3.86,15.11,22.65
01-12-24,00:00:00,17.62,4.4,15.85,22.65
01-12-24,01:00:00,16.56,8.43,16.33,22.63
01-12-24,02:00:00,13.79,6.77,14.84,22.63
01-12-24,03:00:00,11.29,5.67,16.02,22.63
01-12-24,04:00:00,11.05,3.84,15.3,22.64
01-12-24,05:00:00,9.76,3.29,17.45,22.64
01-12-24,06:00:00,9.28,4.41,15.8,22.65
01-12-24,07:00:00,13.55,4.15,14.35,22.65
01-12-24,08:00:00,9.69,2.98,12.88,22.66
01-12-24,09:00:00,10.65,3.83,14.75,22.67
01-12-24,10:00:00,13.15,3.98,14.11,22.67
01-12-24,11:00:00,13.98,2.91,13.44,22.68
01-12-24,12:00:00,13.57,2.99,15.62,22.68
01-12-24,13:00:00,12.8,3.83,14.62,22.69
01-12-24,14:00:00,15.71,5.51,16.64,22.68
01-12-24,15:00:00,15.49,5.79,15.12,22.68
01-12-24,16:00:00,17.3,3.23,14.19,22.68
01-12-24,17:00:00,12.65,3.31,14.79,22.69
01-12-24,18:00:00,17.25,4.84,14.77,22.68
01-12-24,19:00:00,14.3,4.07,14.09,22.68
01-12-24,20:00:00,15.81,5.76,14.39,22.68
01-12-24,21:00:00,16.35,4,14.23,22.68
01-12-24,22:00:00,20.52,3.21,14.74,22.68
01-12-24,23:00:00,19.21,3.97,14.1,22.67
02-12-24,00:00:00,19.2,3.98,14.89,22.67
02-12-24,01:00:00,16.66,3.72,14.56,22.67
02-12-24,02:00:00,16.2,3.07,15.41,22.67
02-12-24,03:00:00,14.82,4.34,18.59,22.67
02-12-24,04:00:00,13.44,3.08,13.38,22.68
02-12-24,05:00:00,12.73,2.96,15.41,22.69
02-12-24,06:00:00,12.17,4.69,15.27,22.69
02-12-24,07:00:00,17.71,4.16,15.21,22.69
02-12-24,08:00:00,8.68,3.17,15.84,22.7
02-12-24,09:00:00,14.92,3.1,16.1,22.7
02-12-24,10:00:00,10.98,4.83,14.62,22.7
02-12-24,11:00:00,10.89,3.38,14.35,22.71
02-12-24,12:00:00,12.67,4.38,15.78,22.71
02-12-24,13:00:00,14.43,3.37,15.06,22.71
02-12-24,14:00:00,14.86,5.08,12.93,22.71
02-12-24,15:00:00,13.78,4.31,16.25,22.71
02-12-24,16:00:00,17.26,7.68,15.6,22.7
02-12-24,17:00:00,15.93,3.26,13.74,22.7
02-12-24,18:00:00,13.53,3.91,15.93,22.71
02-12-24,19:00:00,17.81,4.91,15.24,22.7
02-12-24,20:00:00,18.21,5.89,16.31,22.69
02-12-24,21:00:00,15.4,3.83,15.97,22.7
02-12-24,22:00:00,15.93,4.85,14.1,22.69
02-12-24,23:00:00,16.9,3.58,13.46,22.69
03-12-24,00:00:00,17.99,3.83,15.18,22.69
03-12-24,01:00:00,12.98,3.25,14.33,22.7
03-12-24,02:00:00,15.25,3.32,16.15,22.7
03-12-24,03:00:00,12.82,3.61,14.36,22.7
03-12-24,04:00:00,12.24,6.31,14.55,22.7
03-12-24,05:00:00,12.7,4.4,13.91,22.7
03-12-24,06:00:00,15.34,4.71,15.77,22.7
03-12-24,07:00:00,10.71,3.12,14.12,22.71
03-12-24,08:00:00,11.8,4.16,16.33,22.71
03-12-24,09:00:00,16.65,6.36,14.78,22.71
03-12-24,10:00:00,12.15,4.4,16.47,22.71
03-12-24,11:00:00,8.5,4.1,14.23,22.71
03-12-24,12:00:00,10.94,8.63,13.97,22.71
03-12-24,13:00:00,10.38,5.6,14.13,22.71
03-12-24,14:00:00,13.02,3.75,15,22.71
03-12-24,15:00:00,16.85,3.51,13.13,22.71
03-12-24,16:00:00,19.43,5.59,16.26,22.7
03-12-24,17:00:00,16.09,4.59,16.73,22.7
03-12-24,18:00:00,20.11,4.17,14.82,22.7
03-12-24,19:00:00,13.08,3.67,14.37,22.7
03-12-24,20:00:00,19.05,4.17,14.07,22.7
03-12-24,21:00:00,20.55,2.94,15.13,22.7
03-12-24,22:00:00,14.39,6.41,16.78,22.69
03-12-24,23:00:00,17.34,3.71,15.24,22.69
04-12-24,00:00:00,12.62,4.22,13.51,22.69
04-12-24,01:00:00,15.9,3.92,14.79,22.69
04-12-24,02:00:00,12.41,7.44,15.34,22.69
04-12-24,03:00:00,14.05,3.78,12.87,22.69
04-12-24,04:00:00,9.8,3.52,14.87,22.7
04-12-24,05:00:00,13.07,2.96,14.19,22.7
04-12-24,06:00:00,12.59,4.73,14.14,22.7
04-12-24,07:00:00,12.93,4.21,12.83,22.71
04-12-24,08:00:00,11.74,4.52,12.41,22.71
04-12-24,09:00:00,8.01,3.36,14.12,22.72
04-12-24,10:00:00,15.19,3.02,15.12,22.72
04-12-24,11:00:00,12.9,3.75,14.36,22.73
04-12-24,12:00:00,6.99,3.95,13.62,22.73
04-12-24,13:00:00,10.56,3.66,15.14,22.74
04-12-24,14:00:00,12.56,3.66,13.71,22.74
04-12-24,15:00:00,14.69,4.03,14.08,22.75
04-12-24,16:00:00,17.22,3.04,14.18,22.75
04-12-24,17:00:00,21,5.27,13.33,22.74
04-12-24,18:00:00,17.88,3.71,13.03,22.74
04-12-24,19:00:00,21.45,3.9,14.62,22.73
04-12-24,20:00:00,13.98,4.54,15.86,22.73
04-12-24,21:00:00,15.87,4.29,14.06,22.73
04-12-24,22:00:00,19.1,3.45,14.05,22.73
04-12-24,23:00:00,16.64,3.43,14.23,22.73
05-12-24,00:00:00,18.54,5.23,14.32,22.72
05-12-24,01:00:00,15.44,5.1,15.93,22.72
05-12-24,02:00:00,13.42,3.28,13.91,22.72
05-12-24,03:00:00,12.65,8.87,14.23,22.71
05-12-24,04:00:00,13.42,3.85,13.92,22.72
05-12-24,05:00:00,11.93,2.95,14.29,22.72
05-12-24,06:00:00,9.6,3.02,14.28,22.73
05-12-24,07:00:00,10.52,4.65,14.28,22.73
05-12-24,08:00:00,10.88,5.44,12.51,22.73
05-12-24,09:00:00,11.74,3.18,14.32,22.74
05-12-24,10:00:00,12.31,3.94,15.25,22.74
05-12-24,11:00:00,11.85,4.63,13.63,22.75
05-12-24,12:00:00,10.66,7.44,15.09,22.74
05-12-24,13:00:00,15.12,5.05,14.37,22.74
05-12-24,14:00:00,11.45,4.77,14.2,22.74
05-12-24,15:00:00,10.49,5.98,14.13,22.74
05-12-24,16:00:00,20.8,3.38,13.7,22.74
05-12-24,17:00:00,17.52,4.99,16.18,22.73
05-12-24,18:00:00,13.78,3.54,12.72,22.73
05-12-24,19:00:00,19.02,4.97,14.05,22.73
05-12-24,20:00:00,17.27,3.67,16,22.73
05-12-24,21:00:00,17.58,5.71,15.26,22.72
05-12-24,22:00:00,17.31,3.18,13.49,22.72
05-12-24,23:00:00,18.15,3.25,15.37,22.72
06-12-24,00:00:00,13.13,4.67,13.52,22.72
06-12-24,01:00:00,19.03,4.58,13.61,22.72
06-12-24,02:00:00,16.18,4.54,14.24,22.72
06-12-24,03:00:00,13.83,4.17,12.16,22.72
06-12-24,04:00:00,9.58,4.24,15.59,22.72
06-12-24,05:00:00,11.17,5.36,12.29,22.72
06-12-24,06:00:00,8.73,4.68,15.37,22.73
06-12-24,07:00:00,11.95,3.46,13.6,22.73
06-12-24,08:00:00,7.91,4,15.15,22.74
06-12-24,09:00:00,11.53,7.46,12.76,22.73
06-12-24,10:00:00,8.55,4.1,12.95,22.74
06-12-24,11:00:00,13.08,3.51,14.07,22.75
06-12-24,12:00:00,10.5,6.19,13.84,22.74
06-12-24,13:00:00,10.55,3.78,14.06,22.75
06-12-24,14:00:00,14.02,4.04,14.06,22.75
06-12-24,15:00:00,16.27,5.88,13.1,22.74
06-12-24,16:00:00,9.39,2.89,14.74,22.75
06-12-24,17:00:00,18.3,3.64,14.23,22.75
06-12-24,18:00:00,15.49,4.84,14.03,22.75
06-12-24,19:00:00,17.7,6.81,14.81,22.74
06-12-24,20:00:00,17.28,3.97,13.85,22.74
06-12-24,21:00:00,19.16,3.59,15.54,22.74
06-12-24,22:00:00,15.1,4.41,11.53,22.73
06-12-24,23:00:00,13.67,2.79,12.94,22.74
07-12-24,00:00:00,13.92,4.99,13.32,22.74
07-12-24,01:00:00,16.23,6.53,11.5,22.73
07-12-24,02:00:00,14.65,4.47,12.89,22.73
07-12-24,03:00:00,15.44,3.56,15.25,22.73
07-12-24,04:00:00,9.93,3.05,14.78,22.74
07-12-24,05:00:00,7.88,6.25,14.24,22.74
07-12-24,06:00:00,9.54,3.22,13.34,22.75
07-12-24,07:00:00,12.46,5.11,14.4,22.75
07-12-24,08:00:00,8.03,3.46,12.44,22.76
07-12-24,09:00:00,11.42,6.18,13.87,22.76
07-12-24,10:00:00,14.89,3.59,16.05,22.76
07-12-24,11:00:00,10.87,4.2,12.91,22.76
07-12-24,12:00:00,11.26,5.61,12.73,22.76
07-12-24,13:00:00,12.83,5.02,15.03,22.76
07-12-24,14:00:00,12.7,5.4,14.77,22.76
07-12-24,15:00:00,15.31,5.81,15.12,22.75
07-12-24,16:00:00,12.3,6.03,14.44,22.75
07-12-24,17:00:00,13.75,4.59,14.29,22.75
07-12-24,18:00:00,14.19,5.26,13.79,22.75
07-12-24,19:00:00,13.71,5.62,13.78,22.75
07-12-24,20:00:00,16.02,3.47,12.38,22.75
07-12-24,21:00:00,17.27,4.89,14.41,22.74
07-12-24,22:00:00,19.96,11.17,14.26,22.72
07-12-24,23:00:00,16.96,4.28,13.58,22.71
08-12-24,00:00:00,11.79,3.23,13.45,22.72
08-12-24,01:00:00,15.96,5.02,13.88,22.72
08-12-24,02:00:00,9.9,5.28,14.36,22.72
08-12-24,03:00:00,13.09,3.35,13.11,22.72
08-12-24,04:00:00,10.43,3.4,13.93,22.73
08-12-24,05:00:00,14.76,6.66,13.12,22.72
08-12-24,06:00:00,10.41,4.45,12.88,22.73
08-12-24,07:00:00,10.73,3.53,13.87,22.73
08-12-24,08:00:00,11.47,3.45,15.2,22.74
08-12-24,09:00:00,9.48,3.45,11.82,22.75
08-12-24,10:00:00,13.15,4,14.88,22.75
08-12-24,11:00:00,14.72,4.11,13.42,22.75
08-12-24,12:00:00,7.95,3,12.63,22.76
08-12-24,13:00:00,12.78,3.72,14.21,22.77
08-12-24,14:00:00,10.14,4.68,13.76,22.77
08-12-24,15:00:00,13.32,3.64,13.42,22.77
08-12-24,16:00:00,13.4,4.2,15.11,22.77
08-12-24,17:00:00,17.93,6.98,14.83,22.76
08-12-24,18:00:00,15.84,3.31,15.35,22.76
08-12-24,19:00:00,16.83,3.28,14.01,22.76
08-12-24,20:00:00,14.31,3.08,13.64,22.77
08-12-24,21:00:00,15.52,4.87,13.47,22.76
08-12-24,22:00:00,19.34,5.09,13.88,22.76
08-12-24,23:00:00,12.35,8.52,13.27,22.75
09-12-24,00:00:00,12.93,5.41,13.98,22.74
09-12-24,01:00:00,13.42,2.86,13.56,22.75
09-12-24,02:00:00,13.34,5.34,13.08,22.75
09-12-24,03:00:00,13.56,4.9,12.4,22.75
09-12-24,04:00:00,13.91,3.12,12.81,22.75
09-12-24,05:00:00,11.68,4.64,13.83,22.75
09-12-24,06:00:00,9.43,5.19,14.21,22.76
09-12-24,07:00:00,11.27,3.28,13.4,22.76
09-12-24,08:00:00,14.68,3.04,12.63,22.77
09-12-24,09:00:00,11.75,4.81,14.39,22.77
09-12-24,10:00:00,13.54,5.87,11.94,22.76
09-12-24,11:00:00,8.94,3.63,12.4,22.77
09-12-24,12:00:00,14.03,7.59,13.46,22.76
09-12-24,13:00:00,12.61,3.24,13.45,22.77
09-12-24,14:00:00,11.59,6.68,13.39,22.76
09-12-24,15:00:00,14.81,4.45,13.01,22.76
09-12-24,16:00:00,14.86,4.04,13.46,22.76
09-12-24,17:00:00,12.48,4.82,15.15,22.76
09-12-24,18:00:00,19.86,3.42,15.49,22.76
09-12-24,19:00:00,17.68,3.69,14.66,22.76
09-12-24,20:00:00,20.86,4.98,14.74,22.75
09-12-24,21:00:00,17.66,4.49,14.4,22.75
09-12-24,22:00:00,15.69,3.49,14.61,22.75
09-12-24,23:00:00,14.22,5.25,13.94,22.75
10-12-24,00:00:00,14.88,4.19,14.51,22.75
10-12-24,01:00:00,12.54,3.96,15.02,22.75
10-12-24,02:00:00,12.43,3.81,14.15,22.75
10-12-24,03:00:00,14.41,5.49,12.26,22.75
10-12-24,04:00:00,12.46,5.14,14.3,22.75
10-12-24,05:00:00,12.93,3.86,14.91,22.75
10-12-24,06:00:00,11.58,4.91,14.44,22.75
10-12-24,07:00:00,9.44,5.66,14.59,22.75
10-12-24,08:00:00,12.92,4.52,13.52,22.75
10-12-24,09:00:00,12.05,3.88,12.74,22.76
10-12-24,10:00:00,9.08,6.36,13.18,22.76
10-12-24,11:00:00,11.65,4.22,13.49,22.76
10-12-24,12:00:00,12.89,4.99,15.37,22.76
10-12-24,13:00:00,12.42,6.65,13.52,22.76
10-12-24,14:00:00,12.49,3.05,11.81,22.76
10-12-24,15:00:00,11.11,3.6,12.77,22.77
10-12-24,16:00:00,15.76,4.16,15.07,22.77
10-12-24,17:00:00,18.95,2.92,13.93,22.77
10-12-24,18:00:00,12.58,5.32,13.96,22.76
10-12-24,19:00:00,16.46,6.21,14.47,22.76
10-12-24,20:00:00,12.56,4.14,11.71,22.76
10-12-24,21:00:00,19.5,4.68,14.53,22.75
10-12-24,22:00:00,16.19,4.68,13.18,22.75
10-12-24,23:00:00,13.97,7.52,12.52,22.74
11-12-24,00:00:00,14.94,2.95,13.56,22.74
11-12-24,01:00:00,11.39,4.26,12.74,22.75
11-12-24,02:00:00,16.45,4.44,12.69,22.75
11-12-24,03:00:00,10.87,3.49,14.55,22.75
11-12-24,04:00:00,7.72,4.06,14.43,22.76
11-12-24,05:00:00,9.34,3.3,13.06,22.77
11-12-24,06:00:00,13.02,3.19,12.4,22.77
11-12-24,07:00:00,15.84,4.35,11.96,22.77
11-12-24,08:00:00,11.39,3.74,13.13,22.78
11-12-24,09:00:00,9.35,4.07,12.55,22.78
11-12-24,10:00:00,12.51,3.43,11.86,22.79
11-12-24,11:00:00,6.4,4.6,12.8,22.79
11-12-24,12:00:00,13.96,3.81,13.27,22.79
